Gene,LogFC,Adjusted_PValue,Regulation
AC007278.1,1.3793305,0.00838524638131904,Upregulated
IRF8,2.2867396,0.008621353186859587,Upregulated
SLC25A19,1.1711823,0.008899110604755223,Upregulated
TPRG1,-2.5976775,0.00905344392559145,Downregulated
MAIP1,1.4489495,0.009149283914693409,Upregulated
SNAPC2,1.1673067,0.009177556623556259,Upregulated
OTUD7B,1.0181546,0.009291364101183823,Upregulated
OPA3,1.7960954,0.00929166850686535,Upregulated
PDCD2L,1.6145164,0.009425538414592509,Upregulated
PSTPIP2,1.3988984,0.00951433383926586,Upregulated
TTC33,1.1278322,0.009518483476455375,Upregulated
IMPDH1,1.1151503,0.009913885661423934,Upregulated
